,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,_id,genre,imdbID,imdbId,imdbRating,imdbVotes,movielens_Id,sentiment_polarity,tmdbId,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoURL,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,predictedBO
2401,"Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton",1 win &amp; 11 nominations.,113165635.0,USA,11 Dec 2012,Tony Gilroy,"[Action, Adventure, Mystery]","English, Russian, Filipino, Ukrainian",61.0,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX300.jpg,Universal Pictures,PG-13,10 Aug 2012,True,135.0,The Bourne Legacy,movie,http://www.thebournelegacy.com/,"Tony Gilroy (screenplay), Dan Gilroy (screenplay), Tony Gilroy (story), Robert Ludlum (inspired by ""The Bourne Series"" created by)",2012,58f85d9c0d39b85b382084aa,Action|Adventure|Drama|Thriller|IMAX,tt1194173,1194173,6.7,"235,589",91535,0.15,49040.0,"It isn't quite as compelling as the earlier trilogy, but The Bourne Legacy proves the franchise has stories left to tell -- and benefits from Jeremy Renner's magnetic work in the starring role.",122,rotten,56.0,5.9,219,97,http://www.rottentomatoes.com/m/the_bourne_legacy/,58.0,3.5,281560,436471036.0
2402,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",Nominated for 1 Golden Globe. Another 33 wins &amp; 42 nominations.,407981652.0,USA,18 Aug 2012,Gary Ross,"[Action, Adventure, Sci-Fi]",English,68.0,"Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games, a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg,Lionsgate,PG-13,23 Mar 2012,True,142.0,The Hunger Games,movie,http://thehungergamesmovie.com,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)",2012,58f85d9c0d39b85b382084a8,Action|Adventure|Drama|Sci-Fi|Thriller,tt1392170,1392170,7.3,"712,375",91500,0.167179487179,70160.0,"Thrilling and superbly acted, The Hunger Games captures the dramatic violence, raw emotion, and ambitious scope of its source novel.",237,certified,84.0,7.2,281,44,http://www.rottentomatoes.com/m/the_hunger_games/,81.0,4.1,900620,113006880.0
2403,"Robert Wahlberg, Caleb Landry Jones, Jason Mitchell, Paul LeBlanc",,66489425.0,"USA, UK, France",24 Apr 2012,Baltasar Kormákur,"[Action, Crime, Drama]","English, Spanish",51.0,"To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzY5NTg0OF5BMl5BanBnXkFtZTcwODk4MzgxNw@@._V1_SX300.jpg,Universal Pictures,R,13 Jan 2012,True,109.0,Contraband,movie,http://www.contrabandmovie.net,"Aaron Guzikowski (screenplay), Arnaldur Indriðason (film ""Reykjavik-Rotterdam""), Óskar Jónasson (film ""Reykjavik-Rotterdam"")",2012,58f85d9c0d39b85b382084ac,Action|Crime|Drama|Thriller,tt1524137,1524137,6.5,"103,085",91842,0.0714285714286,77866.0,"It's more entertaining than your average January action thriller, but that isn't enough to excuse Contraband's lack of originality and unnecessarily convoluted plot.",79,rotten,51.0,5.4,156,77,http://www.rottentomatoes.com/m/contraband_2012/,57.0,3.5,69788,53329958.5
2404,"Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama",2 wins &amp; 3 nominations.,53245055.0,"USA, Italy, Mexico, Romania",15 May 2012,William Brent Bell,[Horror],"English, Italian",18.0,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwOTg1MTk0NF5BMl5BanBnXkFtZTcwMTA5NTI5Ng@@._V1_SX300.jpg,Paramount Pictures,R,06 Jan 2012,True,83.0,The Devil Inside,movie,http://www.devilinsidemovie.com/,"William Brent Bell, Matthew Peterman",2012,58f85d9c0d39b85b382084ab,Horror|Thriller,tt1560985,1560985,4.2,"30,943",91831,-0.195,76487.0,"The Devil Inside is a cheap, choppy unscary mess, featuring one of the worst endings in recent memory.",5,rotten,6.0,2.7,81,76,http://www.rottentomatoes.com/m/the_devil_inside/,22.0,2.1,45092,66588591.0
2405,"Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan",1 nomination.,29000000.0,USA,01 May 2012,Todd Graff,"[Comedy, Music]",English,44.0,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNjAzMzUyN15BMl5BanBnXkFtZTcwMDUxNDQxNw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,13 Jan 2012,True,118.0,Joyful Noise,movie,http://www.joyfulnoisethemovie.com,Todd Graff,2012,58f85d9c0d39b85b382084ad,Comedy|Musical,tt1710396,1710396,5.7,"6,641",91873,0.0,63574.0,"Joyful Noise's musical numbers are solidly entertaining, and it benefits from Queen Latifah and Dolly Parton's sizable chemistry; unfortunately, they aren't enough to make up for the rest of the film.",40,rotten,33.0,4.6,121,81,http://www.rottentomatoes.com/m/joyful_noise_2011/,65.0,3.7,28660,29024867.0
2406,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James",1 win.,62321039.0,USA,08 May 2012,"Måns Mårlind, Björn Stein","[Action, Fantasy, Horror]","English, Russian",39.0,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg,Screen Gems,R,20 Jan 2012,True,88.0,Underworld: Awakening,movie,http://entertheunderworld.com/,"Len Wiseman (screenplay), John Hlavin (screenplay), J. Michael Straczynski (screenplay), Allison Burnett (screenplay), Len Wiseman (story), John Hlavin (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)",2012,58f85d9c0d39b85b382084ae,Action|Fantasy|Horror|IMAX,tt1496025,1496025,6.4,"119,222",91974,0.0277777777778,52520.0,"There's more vapid action and less story in Underworld Awakening than previous installments, making the whole affair feel inconsequential.",19,rotten,27.0,4.3,71,52,http://www.rottentomatoes.com/m/underworld_awakening/,62.0,3.6,98086,62326785.0
2407,"Terrence Howard, Cuba Gooding Jr., Nate Parker, David Oyelowo",2 wins &amp; 9 nominations.,49500000.0,USA,22 May 2012,Anthony Hemingway,"[Action, Adventure, Drama]","English, Italian, German",46.0,"A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ5MTg2NzI4OF5BMl5BanBnXkFtZTcwMDM2NzQzNg@@._V1_SX300.jpg,20th Century Fox,PG-13,20 Jan 2012,True,125.0,Red Tails,movie,http://www.redtailsfilm.com/,"John Ridley (story), John Ridley (screenplay), Aaron McGruder (screenplay), John B. Holway (book)",2012,58f85d9c0d39b85b382084af,Action|Adventure|Drama|War,tt0485985,485985,5.9,"29,169",92234,0.0866666666667,72431.0,"Despite a worthy fact-based story and obvious good intentions, Red Tails suffers from one-dimensional characters, corny dialogue, and heaps of clichés.",53,rotten,41.0,5.2,130,77,http://www.rottentomatoes.com/m/red-tails/,58.0,3.4,47323,18472363.0
2408,"Sam Worthington, Mandy Gonzalez, William Sadler, Barbara Marineau",1 nomination.,18400000.0,USA,29 May 2012,Asger Leth,"[Action, Crime, Thriller]","English, Spanish",40.0,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg,Summit Entertainment,PG-13,27 Jan 2012,True,102.0,Man on a Ledge,movie,http://www.manonaledge.com,Pablo F. Fenjves,2012,58f85d9c0d39b85b382084b0,Crime|Thriller,tt1568338,1568338,6.6,"126,690",91978,-0.0666666666667,49527.0,Uninspired acting and preposterous plotlines defuse Man on a Ledge's mildly intriguing premise.,47,rotten,31.0,4.8,150,103,http://www.rottentomatoes.com/m/man_on_a_ledge/,52.0,3.3,41009,49420849.0
2409,"Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo",1 win &amp; 1 nomination.,26100000.0,USA,15 May 2012,Julie Anne Robinson,"[Action, Comedy, Crime]",English,22.0,"Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NzMxMDU1NF5BMl5BanBnXkFtZTcwNzYxNTA2Ng@@._V1_SX300.jpg,Lionsgate Films,PG-13,27 Jan 2012,True,91.0,One for the Money,movie,http://oneforthemoneyfilm.com/,"Stacy Sherman (screenplay), Karen Ray (screenplay), Liz Brixius (screenplay), Janet Evanovich (novel)",2012,58f85d9c0d39b85b382084b1,Action|Comedy|Crime,tt1598828,1598828,5.3,"34,760",92264,-0.0604166666667,54054.0,"Dull and unfunny, One For the Money wastes Katherine Heigl's talents on a stunningly generic comic thriller.",1,rotten,2.0,2.9,52,51,http://www.rottentomatoes.com/m/one_for_the_money/,42.0,3.0,36790,26123557.7143
2410,"John Pingayak, Ahmaogak Sweeney, John Chase, Ishmael Angalook Hope",1 nomination.,20113965.0,"USA, UK",19 Jun 2012,Ken Kwapis,"[Biography, Drama, Romance]",English,61.0,"In small town Alaska, a news reporter recruits his ex-girlfriend - a Greenpeace volunteer - on a campaign to save a family of gray whales trapped by rapidly forming ice in the Arctic Circle.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNTg5MjA5NV5BMl5BanBnXkFtZTcwNjk0MTk5Ng@@._V1_SX300.jpg,Universal Pictures,PG,03 Feb 2012,True,107.0,Big Miracle,movie,http://www.everybodyloveswhales.com/,"Jack Amiel (screenplay), Michael Begler (screenplay), Thomas Rose (book)",2012,58f85d9c0d39b85b382084b2,Drama|Romance,tt1430615,1430615,6.5,"15,384",92335,0.25,78698.0,Big Miracle uses real-life events as the basis for a surprisingly satisfying family drama.,72,fresh,73.0,6.2,98,26,http://www.rottentomatoes.com/m/big_miracle/,64.0,3.6,38831,20277437.0
2411,"Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly",2 wins &amp; 6 nominations.,60800000.0,USA,15 May 2012,Josh Trank,"[Sci-Fi, Thriller]",English,69.0,"Whilst attending a party, three high school friends gain superpowers after making an incredible discovery underground. Soon, though, they find their lives spinning out of control and their bond tested as they embrace their darker sides.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMjYzMDQ0MV5BMl5BanBnXkFtZTcwNzE1OTM5Ng@@._V1_SX300.jpg,20th Century Fox,PG-13,03 Feb 2012,True,84.0,Chronicle,movie,http://www.facebook.com/Chronicle,"Max Landis (screenplay), Max Landis (story), Josh Trank (story)",2012,58f85d9c0d39b85b382084b3,Action|Sci-Fi|Thriller,tt1706593,1706593,7.1,"207,292",92420,0.238095238095,76726.0,"Chronicle transcends its found-footage gimmick with a smart script, fast-paced direction, and engaging performances from the young cast.",143,certified,85.0,7.1,168,25,http://www.rottentomatoes.com/m/chronicle/,71.0,3.7,114863,60520008.25
2412,"Emma Shorey, Molly Harmon, Ellisa Walker-Reid, Sophie Stuckey",5 wins &amp; 12 nominations.,54322273.0,"UK, Canada, Sweden",22 May 2012,James Watkins,"[Drama, Fantasy, Horror]",English,62.0,A young lawyer travels to a remote village where he discovers the vengeful ghost of a scorned woman is terrorizing the locals.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzIxOTg3N15BMl5BanBnXkFtZTcwMjI4ODUzNw@@._V1_SX300.jpg,CBS Films,PG-13,03 Feb 2012,True,95.0,The Woman in Black,movie,http://www.womaninblack.com,"Susan Hill (novel), Jane Goldman (screenplay)",2012,58f85d9c0d39b85b382084b4,Drama|Horror|Thriller,tt1596365,1596365,6.4,"141,990",92422,0.106666666667,65086.0,"Traditional to a fault, The Woman in Black foregoes gore for chills -- although it may not provide enough of them for viewers attuned to more modern, high-stakes horror.",118,fresh,66.0,6.0,178,60,http://www.rottentomatoes.com/m/the_woman_in_black_2011/,54.0,3.3,97293,54218420.0
2413,"Rachel McAdams, Channing Tatum, Jessica Lange, Sam Neill",3 wins &amp; 14 nominations.,125014030.0,"USA, France, Australia, UK, Germany, Canada",08 May 2012,Michael Sucsy,"[Drama, Romance]",English,43.0,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_SX300.jpg,Sony Pictures,PG-13,10 Feb 2012,True,104.0,The Vow,movie,http://www.thevow-movie.com/,"Abby Kohn (screenplay), Marc Silverstein (screenplay), Jason Katims (screenplay), Stuart Sender (story)",2012,58f85d9c0d39b85b382084b6,Drama|Romance,tt1606389,1606389,6.8,"149,705",92509,0.347222222222,72570.0,"Channing Tatum and Rachel McAdams do their best with what they're given, but The Vow is too shallow and familiar to satisfy the discriminating date-night filmgoer.",37,rotten,29.0,4.9,126,89,http://www.rottentomatoes.com/m/the_vow_2012/,63.0,3.6,127649,125557155.5
2414,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson",1 win &amp; 7 nominations.,126149655.0,"USA, South Africa, Japan",05 Jun 2012,Daniel Espinosa,"[Action, Crime, Mystery]","English, Afrikaans, Spanish",52.0,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_SX300.jpg,Universal Pictures,R,10 Feb 2012,True,115.0,Safe House,movie,http://www.nooneissafe.com/,David Guggenheim,2012,58f85d9c0d39b85b382084b5,Action|Crime|Mystery|Thriller,tt1599348,1599348,6.8,"169,333",92507,-0.0311111111111,59961.0,Safe House stars Washington and Reynolds are let down by a thin script and choppily edited action sequences.,94,rotten,53.0,5.7,177,83,http://www.rottentomatoes.com/m/safe_house_2012/,64.0,3.6,118232,125286889.0
2415,"Lauren Miller, James Wolk, Ari Graynor, Justin Long",,1200000.0,USA,18 Feb 2013,Jamie Travis,[Comedy],English,55.0,"Former college frenemies Lauren and Katie move into a fabulous Gramercy Park apartment, and in order to make ends meet, the unlikely pair start a phone sex line together.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MTMyNTQ5NV5BMl5BanBnXkFtZTcwNTgxOTM5Nw@@._V1_SX300.jpg,Focus Features,R,02 Nov 2012,True,85.0,"For a Good Time, Call...",movie,http://focusfeatures.com/for_a_good_time_call,"Lauren Miller, Katie Anne Naylon",2012,58f85d9c0d39b85b382084b7,Comedy|Drama|Romance,tt1996264,1996264,6.0,"13,662",92665,0.191666666667,84200.0,"Brisk, funny, and sweetly raunchy, For a Good Time, Call... adds to the recent string of R-rated female comedies while serving as an overdue coming out party for the charming Ari Graynor.",60,rotten,56.0,5.4,107,47,http://www.rottentomatoes.com/m/for_a_good_time_call/,54.0,3.4,60938,1197472.0
2416,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",4 nominations.,53400000.0,USA,19 Jun 2012,Nima Nourizadeh,"[Comedy, Crime]",English,48.0,"3 high school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MTk0Njg4OF5BMl5BanBnXkFtZTcwODc0ODkyNw@@._V1_SX300.jpg,Warner Bros. Pictures,R,02 Mar 2012,True,88.0,Project X,movie,http://projectxmovie.warnerbros.com/,"Matt Drake (screenplay), Michael Bacall (screenplay), Michael Bacall (story)",2012,58f85d9c0d39b85b382084b9,Comedy,tt1636826,1636826,6.7,"158,971",93270,-0.05,57214.0,"Unoriginal, unfunny, and all-around unattractive, Project X mines the depths of the teen movie and found-footage genres for 87 minutes of predictably mean-spirited debauchery.",37,rotten,28.0,4.2,132,95,http://www.rottentomatoes.com/m/project_x_2011/,61.0,3.5,94689,103600000.0
2417,"Dwayne Johnson, Michael Caine, Josh Hutcherson, Luis Guzmán",3 wins &amp; 4 nominations.,103812241.0,USA,05 Jun 2012,Brad Peyton,"[Action, Adventure, Comedy]",English,41.0,"Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTE1MjQyNV5BMl5BanBnXkFtZTcwODI4NDMwNw@@._V1_SX300.jpg,New Line Cinema,PG,10 Feb 2012,True,94.0,Journey 2: The Mysterious Island,movie,http://www.themysteriousisland.com/,"Brian Gunn (screenplay), Mark Gunn (screenplay), Richard Outten (story), Brian Gunn (story), Mark Gunn (story), Jules Verne (novel)",2012,58f85d9c0d39b85b382084b8,Action|Adventure|Comedy|Sci-Fi|IMAX,tt1397514,1397514,5.8,"68,638",92681,0.127083333333,72545.0,"Aggressively unambitious, Journey 2 might thrill tween viewers, but most others will find it too intense for young audiences and too cartoonishly dull for adults.",54,rotten,43.0,4.9,126,72,http://www.rottentomatoes.com/m/journey_to_the_center_of_the_earth_2_3d/,59.0,3.6,212159,53359917.0
2418,"Danny DeVito, Ed Helms, Zac Efron, Taylor Swift",3 wins &amp; 8 nominations.,213949505.0,"USA, France",07 Aug 2012,"Chris Renaud, Kyle Balda","[Animation, Adventure, Comedy]",English,46.0,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_SX300.jpg,Universal Pictures,PG,02 Mar 2012,True,86.0,The Lorax,movie,http://www.theloraxmovie.com,"Dr. Seuss (based on the book by), Cinco Paul (screenplay), Ken Daurio (screenplay)",2012,58f85d9c0d39b85b382084ba,Animation|Fantasy|Musical|IMAX,tt1482459,1482459,6.5,"79,147",93272,0.1875,73723.0,Dr. Seuss' The Lorax is cute and funny enough but the moral simplicity of the book gets lost with the zany Hollywood production values.,79,rotten,53.0,5.9,148,69,http://www.rottentomatoes.com/m/the_lorax/,64.0,3.6,155978,215007110.333
2419,"Rorke Denver, Dave, Sonny, Weimy",Nominated for 1 Golden Globe. Another 1 win &amp; 6 nominations.,65800000.0,USA,05 Jun 2012,"Mike McCoy, Scott Waugh","[Action, Adventure, Drama]","English, Russian, Spanish",40.0,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NDQxMDAzM15BMl5BanBnXkFtZTcwNzEyNjgzNw@@._V1_SX300.jpg,Relativity Media,R,24 Feb 2012,True,110.0,Act of Valor,movie,http://www.actofvalor.com/,Kurt Johnstad,2012,58f85d9c0d39b85b382084bb,Action|Thriller|War,tt1591479,1591479,6.5,"58,673",93297,-0.0777777777778,75674.0,"It's undeniably reverent of the real-life heroes in its cast, but Act of Valor lets them down with a clichéd script, stilted acting, and a jingoistic attitude that ignores the complexities of war.",33,rotten,25.0,4.5,132,99,http://www.rottentomatoes.com/m/act_of_valor/,72.0,3.9,80273,65700000.0
